District,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
09,3,2019,Black,699,591,247,35.3,213,30.5,172,24.6,67,9.6,239,34.2
09,3,2019,Hispanic,1811,592,636,35.1,525,29.0,475,26.2,175,9.7,650,35.9
09,3,2019,Multi-Racial,2,s,s,s,s,s,s,s,s,s,s,s
09,3,2019,Native American,11,s,s,s,s,s,s,s,s,s,s,s
09,3,2019,White,31,590,15,48.4,4,12.9,9,29.0,3,9.7,12,38.7
09,4,2019,Asian,31,614,3,9.7,8,25.8,4,12.9,16,51.6,20,64.5
09,4,2019,Black,723,590,303,41.9,224,31.0,136,18.8,60,8.3,196,27.1
09,4,2019,Hispanic,1760,592,650,36.9,539,30.6,336,19.1,235,13.4,571,32.4
09,4,2019,Multi-Racial,3,s,s,s,s,s,s,s,s,s,s,s
09,4,2019,Native American,12,s,s,s,s,s,s,s,s,s,s,s
09,4,2019,White,43,589,16,37.2,10,23.3,13,30.2,4,9.3,17,39.5
09,5,2019,Asian,27,609,4,14.8,8,29.6,5,18.5,10,37.0,15,55.6
09,5,2019,Black,737,590,371,50.3,179,24.3,113,15.3,74,10.0,187,25.4
09,5,2019,Hispanic,1824,592,835,45.8,438,24.0,318,17.4,233,12.8,551,30.2
09,5,2019,Multi-Racial,3,s,s,s,s,s,s,s,s,s,s,s
09,5,2019,Native American,12,s,s,s,s,s,s,s,s,s,s,s
09,5,2019,White,38,592,19,50.0,8,21.1,6,15.8,5,13.2,11,28.9
09,6,2019,Asian,31,593,10,32.3,13,41.9,6,19.4,2,6.5,8,25.8
09,6,2019,Black,666,590,342,51.4,165,24.8,117,17.6,42,6.3,159,23.9
09,6,2019,Hispanic,1785,590,861,48.2,486,27.2,313,17.5,125,7.0,438,24.5
09,6,2019,Multi-Racial,9,588,6,66.7,0,0.0,2,22.2,1,11.1,3,33.3
09,6,2019,Native American,11,590,5,45.5,4,36.4,1,9.1,1,9.1,2,18.2
09,6,2019,White,33,596,17,51.5,2,6.1,4,12.1,10,30.3,14,42.4
09,7,2019,Asian,37,604,11,29.7,8,21.6,7,18.9,11,29.7,18,48.6
09,7,2019,Black,759,592,343,45.2,247,32.5,108,14.2,61,8.0,169,22.3
09,7,2019,Hispanic,1793,592,841,46.9,516,28.8,285,15.9,151,8.4,436,24.3
09,7,2019,Multi-Racial,9,582,6,66.7,2,22.2,1,11.1,0,0.0,1,11.1
09,7,2019,Native American,11,595,4,36.4,4,36.4,2,18.2,1,9.1,3,27.3
09,7,2019,White,26,585,19,73.1,4,15.4,1,3.8,2,7.7,3,11.5
09,8,2019,Asian,24,613,2,8.3,7,29.2,8,33.3,7,29.2,15,62.5
09,8,2019,Black,669,594,338,50.5,186,27.8,76,11.4,69,10.3,145,21.7
09,8,2019,Hispanic,1584,594,792,50.0,445,28.1,208,13.1,139,8.8,347,21.9
09,8,2019,Multi-Racial,5,s,s,s,s,s,s,s,s,s,s,s
09,8,2019,Native American,11,s,s,s,s,s,s,s,s,s,s,s
09,8,2019,White,18,604,6,33.3,5,27.8,4,22.2,3,16.7,7,38.9
09,All Grades,2019,Asian,173,606,34,19.7,47,27.2,37,21.4,55,31.8,92,53.2
09,All Grades,2019,Black,4253,591,1944,45.7,1214,28.5,722,17.0,373,8.8,1095,25.7
09,All Grades,2019,Hispanic,10557,592,4615,43.7,2949,27.9,1935,18.3,1058,10.0,2993,28.4
09,All Grades,2019,Multi-Racial,31,594,15,48.4,4,12.9,6,19.4,6,19.4,12,38.7
09,All Grades,2019,Native American,68,594,27,39.7,19,27.9,14,20.6,8,11.8,22,32.4
09,All Grades,2019,White,189,592,92,48.7,33,17.5,37,19.6,27,14.3,64,33.9
09,3,2018,Asian,31,609,5,16.1,4,12.9,9,29.0,13,41.9,22,71.0
09,3,2018,Black,727,590,304,41.8,198,27.2,145,19.9,80,11.0,225,30.9
09,3,2018,Hispanic,1742,592,653,37.5,421,24.2,455,26.1,213,12.2,668,38.3
09,3,2018,Multi-Racial,5,s,s,s,s,s,s,s,s,s,s,s
09,3,2018,Native American,9,s,s,s,s,s,s,s,s,s,s,s
09,3,2018,White,49,588,21,42.9,10,20.4,15,30.6,3,6.1,18,36.7
09,4,2018,Asian,33,603,6,18.2,7,21.2,10,30.3,10,30.3,20,60.6
09,4,2018,Black,762,589,342,44.9,228,29.9,112,14.7,80,10.5,192,25.2
09,4,2018,Hispanic,1836,590,781,42.5,526,28.6,310,16.9,219,11.9,529,28.8
09,4,2018,Multi-Racial,2,s,s,s,s,s,s,s,s,s,s,s
09,4,2018,Native American,10,s,s,s,s,s,s,s,s,s,s,s
09,4,2018,White,35,584,22,62.9,5,14.3,6,17.1,2,5.7,8,22.9
09,5,2018,Asian,32,595,17,53.1,3,9.4,5,15.6,7,21.9,12,37.5
09,5,2018,Black,701,590,369,52.6,168,24.0,104,14.8,60,8.6,164,23.4
09,5,2018,Hispanic,1845,592,864,46.8,486,26.3,318,17.2,177,9.6,495,26.8
09,5,2018,Multi-Racial,7,588,3,42.9,3,42.9,1,14.3,0,0.0,1,14.3
09,5,2018,Native American,13,597,4,30.8,4,30.8,4,30.8,1,7.7,5,38.5
09,5,2018,White,37,592,18,48.6,6,16.2,6,16.2,7,18.9,13,35.1
09,6,2018,Asian,42,598,14,33.3,8,19.0,10,23.8,10,23.8,20,47.6
09,6,2018,Black,769,589,397,51.6,211,27.4,108,14.0,53,6.9,161,20.9
09,6,2018,Hispanic,1786,589,896,50.2,492,27.5,284,15.9,114,6.4,398,22.3
09,6,2018,Multi-Racial,5,s,s,s,s,s,s,s,s,s,s,s
09,6,2018,Native American,12,s,s,s,s,s,s,s,s,s,s,s
09,6,2018,White,29,583,21,72.4,6,20.7,1,3.4,1,3.4,2,6.9
09,7,2018,Asian,28,606,4,14.3,11,39.3,8,28.6,5,17.9,13,46.4
09,7,2018,Black,755,589,410,54.3,207,27.4,84,11.1,54,7.2,138,18.3
09,7,2018,Hispanic,1805,590,951,52.7,495,27.4,256,14.2,103,5.7,359,19.9
09,7,2018,Multi-Racial,5,s,s,s,s,s,s,s,s,s,s,s
09,7,2018,Native American,15,s,s,s,s,s,s,s,s,s,s,s
09,7,2018,White,23,592,10,43.5,6,26.1,4,17.4,3,13.0,7,30.4
09,8,2018,Asian,38,602,13,34.2,10,26.3,9,23.7,6,15.8,15,39.5
09,8,2018,Black,660,594,309,46.8,202,30.6,102,15.5,47,7.1,149,22.6
09,8,2018,Hispanic,1526,593,788,51.6,446,29.2,188,12.3,104,6.8,292,19.1
09,8,2018,Multi-Racial,2,s,s,s,s,s,s,s,s,s,s,s
09,8,2018,Native American,10,s,s,s,s,s,s,s,s,s,s,s
09,8,2018,White,22,601,7,31.8,7,31.8,5,22.7,3,13.6,8,36.4
09,All Grades,2018,Asian,204,602,59,28.9,43,21.1,51,25.0,51,25.0,102,50.0
09,All Grades,2018,Black,4374,590,2131,48.7,1214,27.8,655,15.0,374,8.6,1029,23.5
09,All Grades,2018,Hispanic,10540,591,4933,46.8,2866,27.2,1811,17.2,930,8.8,2741,26.0
09,All Grades,2018,Multi-Racial,26,590,13,50.0,8,30.8,3,11.5,2,7.7,5,19.2
09,All Grades,2018,Native American,69,595,27,39.1,20,29.0,13,18.8,9,13.0,22,31.9
09,All Grades,2018,White,195,589,99,50.8,40,20.5,37,19.0,19,9.7,56,28.7
10,3,2025,Asian,116,462,9,7.8,29,25.0,48,41.4,30,25.9,78,67.2
10,3,2025,Black,331,444,75,22.7,113,34.1,112,33.8,31,9.4,143,43.2
10,3,2025,Hispanic,1924,444,426,22.1,680,35.3,661,34.4,157,8.2,818,42.5
10,3,2025,Multi-Racial,33,468,5,15.2,4,12.1,12,36.4,12,36.4,24,72.7
10,3,2025,Native American,20,439,8,40.0,6,30.0,3,15.0,3,15.0,6,30.0
10,3,2025,White,138,470,7,5.1,18,13.0,64,46.4,49,35.5,113,81.9
10,4,2025,Asian,126,464,14,11.1,28,22.2,52,41.3,32,25.4,84,66.7
10,4,2025,Black,331,447,87,26.3,102,30.8,104,31.4,38,11.5,142,42.9
10,4,2025,Hispanic,2062,447,589,28.6,603,29.2,659,32.0,211,10.2,870,42.2
10,4,2025,Multi-Racial,32,468,3,9.4,5,15.6,12,37.5,12,37.5,24,75.0
10,4,2025,Native American,14,445,6,42.9,2,14.3,5,35.7,1,7.1,6,42.9
10,4,2025,White,115,470,9,7.8,16,13.9,52,45.2,38,33.0,90,78.3
10,5,2025,Asian,98,465,12,12.2,11,11.2,46,46.9,29,29.6,75,76.5
10,5,2025,Black,362,441,129,35.6,107,29.6,101,27.9,25,6.9,126,34.8
10,5,2025,Hispanic,2118,445,712,33.6,548,25.9,657,31.0,201,9.5,858,40.5
10,5,2025,Multi-Racial,28,457,13,46.4,0,0.0,6,21.4,9,32.1,15,53.6
10,5,2025,Native American,18,441,6,33.3,6,33.3,5,27.8,1,5.6,6,33.3
10,5,2025,White,121,463,17,14.0,24,19.8,42,34.7,38,31.4,80,66.1
10,6,2025,Asian,106,463,12,11.3,27,25.5,40,37.7,27,25.5,67,63.2
10,6,2025,Black,380,440,152,40.0,110,28.9,92,24.2,26,6.8,118,31.1
10,6,2025,Hispanic,2152,440,783,36.4,688,32.0,593,27.6,88,4.1,681,31.6
10,6,2025,Multi-Racial,18,451,4,22.2,3,16.7,9,50.0,2,11.1,11,61.1
10,6,2025,Native American,21,455,6,28.6,3,14.3,6,28.6,6,28.6,12,57.1
10,6,2025,White,92,453,17,18.5,27,29.3,39,42.4,9,9.8,48,52.2
10,7,2025,Asian,103,470,7,6.8,21,20.4,22,21.4,53,51.5,75,72.8
10,7,2025,Black,368,445,99,26.9,133,36.1,89,24.2,47,12.8,136,37.0
10,7,2025,Hispanic,2189,446,514,23.5,786,35.9,623,28.5,266,12.2,889,40.6
10,7,2025,Multi-Racial,22,471,1,4.5,3,13.6,6,27.3,12,54.5,18,81.8
10,7,2025,Native American,19,457,3,15.8,7,36.8,2,10.5,7,36.8,9,47.4
10,7,2025,White,120,461,20,16.7,20,16.7,41,34.2,39,32.5,80,66.7
10,8,2025,Asian,55,451,23,41.8,7,12.7,11,20.0,14,25.5,25,45.5
10,8,2025,Black,295,442,137,46.4,43,14.6,87,29.5,28,9.5,115,39.0
10,8,2025,Hispanic,1863,443,807,43.3,345,18.5,524,28.1,187,10.0,711,38.2
10,8,2025,Multi-Racial,8,454,2,25.0,2,25.0,2,25.0,2,25.0,4,50.0
10,8,2025,Native American,18,440,8,44.4,3,16.7,7,38.9,0,0.0,7,38.9
10,8,2025,White,44,452,12,27.3,8,18.2,16,36.4,8,18.2,24,54.5
10,All Grades,2025,Asian,604,463,77,12.7,123,20.4,219,36.3,185,30.6,404,66.9
10,All Grades,2025,Black,2067,443,679,32.8,608,29.4,585,28.3,195,9.4,780,37.7
10,All Grades,2025,Hispanic,12308,444,3831,31.1,3650,29.7,3717,30.2,1110,9.0,4827,39.2
10,All Grades,2025,Multi-Racial,141,463,28,19.9,17,12.1,47,33.3,49,34.8,96,68.1
10,All Grades,2025,Native American,110,446,37,33.6,27,24.5,28,25.5,18,16.4,46,41.8
10,All Grades,2025,White,630,463,82,13.0,113,17.9,254,40.3,181,28.7,435,69.0
10,3,2024,Asian,129,457,14,10.9,32,24.8,58,45.0,25,19.4,83,64.3
10,3,2024,Black,336,440,87,25.9,130,38.7,95,28.3,24,7.1,119,35.4
10,3,2024,Hispanic,2127,439,549,25.8,851,40.0,583,27.4,144,6.8,727,34.2
10,3,2024,Multi-Racial,35,458,2,5.7,12,34.3,14,40.0,7,20.0,21,60.0
10,3,2024,Native American,16,440,3,18.8,9,56.3,3,18.8,1,6.3,4,25.0
10,3,2024,White,115,460,11,9.6,19,16.5,65,56.5,20,17.4,85,73.9
10,4,2024,Asian,96,464,12,12.5,19,19.8,42,43.8,23,24.0,65,67.7
10,4,2024,Black,376,439,153,40.7,101,26.9,98,26.1,24,6.4,122,32.4
10,4,2024,Hispanic,2211,442,782,35.4,606,27.4,621,28.1,202,9.1,823,37.2
10,4,2024,Multi-Racial,25,472,4,16.0,3,12.0,6,24.0,12,48.0,18,72.0
10,4,2024,Native American,19,444,6,31.6,4,21.1,8,42.1,1,5.3,9,47.4
10,4,2024,White,131,460,27,20.6,18,13.7,52,39.7,34,26.0,86,65.6
10,5,2024,Asian,113,458,27,23.9,23,20.4,34,30.1,29,25.7,63,55.8
10,5,2024,Black,389,439,172,44.2,109,28.0,75,19.3,33,8.5,108,27.8
10,5,2024,Hispanic,2133,441,852,39.9,535,25.1,578,27.1,168,7.9,746,35.0
10,5,2024,Multi-Racial,21,472,5,23.8,1,4.8,3,14.3,12,57.1,15,71.4
10,5,2024,Native American,30,443,12,40.0,5,16.7,9,30.0,4,13.3,13,43.3
10,5,2024,White,114,461,27,23.7,14,12.3,37,32.5,36,31.6,73,64.0
10,6,2024,Asian,104,464,13,12.5,17,16.3,43,41.3,31,29.8,74,71.2
10,6,2024,Black,381,437,163,42.8,123,32.3,77,20.2,18,4.7,95,24.9
10,6,2024,Hispanic,2271,440,864,38.0,697,30.7,595,26.2,115,5.1,710,31.3
10,6,2024,Multi-Racial,19,465,1,5.3,2,10.5,13,68.4,3,15.8,16,84.2
10,6,2024,Native American,19,454,5,26.3,3,15.8,8,42.1,3,15.8,11,57.9
10,6,2024,White,133,459,26,19.5,20,15.0,54,40.6,33,24.8,87,65.4
10,7,2024,Asian,98,468,13,13.3,20,20.4,18,18.4,47,48.0,65,66.3
10,7,2024,Black,382,443,116,30.4,127,33.2,97,25.4,42,11.0,139,36.4
10,7,2024,Hispanic,2365,444,616,26.0,851,36.0,668,28.2,230,9.7,898,38.0
10,7,2024,Multi-Racial,20,463,4,20.0,4,20.0,4,20.0,8,40.0,12,60.0
10,7,2024,Native American,26,448,8,30.8,6,23.1,7,26.9,5,19.2,12,46.2
10,7,2024,White,90,459,15,16.7,21,23.3,25,27.8,29,32.2,54,60.0
10,8,2024,Asian,92,462,19,20.7,17,18.5,28,30.4,28,30.4,56,60.9
10,8,2024,Black,330,438,168,50.9,68,20.6,66,20.0,28,8.5,94,28.5
10,8,2024,Hispanic,1709,440,775,45.3,352,20.6,444,26.0,138,8.1,582,34.1
10,8,2024,Multi-Racial,4,s,s,s,s,s,s,s,s,s,s,s
10,8,2024,Native American,19,s,s,s,s,s,s,s,s,s,s,s
10,8,2024,White,43,448,12,27.9,9,20.9,17,39.5,5,11.6,22,51.2
10,All Grades,2024,Asian,632,462,98,15.5,128,20.3,223,35.3,183,29.0,406,64.2
10,All Grades,2024,Black,2194,439,859,39.2,658,30.0,508,23.2,169,7.7,677,30.9
10,All Grades,2024,Hispanic,12816,441,4438,34.6,3892,30.4,3489,27.2,997,7.8,4486,35.0
10,All Grades,2024,Multi-Racial,124,s,s,s,s,s,s,s,s,s,s,s
10,All Grades,2024,Native American,129,s,s,s,s,s,s,s,s,s,s,s
10,All Grades,2024,White,626,459,118,18.8,101,16.1,250,39.9,157,25.1,407,65.0
10,3,2023,Asian,102,461,7,6.9,27,26.5,44,43.1,24,23.5,68,66.7
10,3,2023,Black,385,438,107,27.8,168,43.6,85,22.1,25,6.5,110,28.6
10,3,2023,Hispanic,2192,440,628,28.6,840,38.3,559,25.5,165,7.5,724,33.0
10,3,2023,Multi-Racial,21,456,6,28.6,2,9.5,6,28.6,7,33.3,13,61.9
10,3,2023,Native American,16,447,3,18.8,5,31.3,7,43.8,1,6.3,8,50.0
10,3,2023,White,134,459,15,11.2,36,26.9,43,32.1,40,29.9,83,61.9
10,4,2023,Asian,121,458,26,21.5,23,19.0,36,29.8,36,29.8,72,59.5
10,4,2023,Black,388,438,171,44.1,96,24.7,99,25.5,22,5.7,121,31.2
10,4,2023,Hispanic,2334,437,983,42.1,662,28.4,580,24.9,109,4.7,689,29.5
10,4,2023,Multi-Racial,23,465,4,17.4,2,8.7,9,39.1,8,34.8,17,73.9
10,4,2023,Native American,30,446,9,30.0,7,23.3,13,43.3,1,3.3,14,46.7
10,4,2023,White,131,463,24,18.3,22,16.8,41,31.3,44,33.6,85,64.9
10,5,2023,Asian,130,460,22,16.9,24,18.5,50,38.5,34,26.2,84,64.6
10,5,2023,Black,418,436,204,48.8,103,24.6,87,20.8,24,5.7,111,26.6
10,5,2023,Hispanic,2454,440,1002,40.8,675,27.5,618,25.2,159,6.5,777,31.7
10,5,2023,Multi-Racial,22,473,1,4.5,0,0.0,14,63.6,7,31.8,21,95.5
10,5,2023,Native American,17,452,5,29.4,2,11.8,7,41.2,3,17.6,10,58.8
10,5,2023,White,143,461,25,17.5,24,16.8,52,36.4,42,29.4,94,65.7
10,6,2023,Asian,104,461,22,21.2,14,13.5,41,39.4,27,26.0,68,65.4
10,6,2023,Black,382,436,182,47.6,113,29.6,72,18.8,15,3.9,87,22.8
10,6,2023,Hispanic,2377,436,1139,47.9,658,27.7,487,20.5,93,3.9,580,24.4
10,6,2023,Multi-Racial,20,457,6,30.0,3,15.0,6,30.0,5,25.0,11,55.0
10,6,2023,Native American,24,437,9,37.5,8,33.3,7,29.2,0,0.0,7,29.2
10,6,2023,White,109,454,26,23.9,25,22.9,40,36.7,18,16.5,58,53.2
10,7,2023,Asian,121,462,16,13.2,21,17.4,43,35.5,41,33.9,84,69.4
10,7,2023,Black,391,437,149,38.1,128,32.7,96,24.6,18,4.6,114,29.2
10,7,2023,Hispanic,2324,441,757,32.6,870,37.4,537,23.1,160,6.9,697,30.0
10,7,2023,Multi-Racial,6,434,3,50.0,1,16.7,2,33.3,0,0.0,2,33.3
10,7,2023,Native American,17,448,5,29.4,6,35.3,3,17.6,3,17.6,6,35.3
10,7,2023,White,104,457,21,20.2,24,23.1,28,26.9,31,29.8,59,56.7
10,8,2023,Asian,85,461,15,17.6,17,20.0,27,31.8,26,30.6,53,62.4
10,8,2023,Black,316,437,173,54.7,54,17.1,63,19.9,26,8.2,89,28.2
10,8,2023,Hispanic,1660,438,851,51.3,299,18.0,395,23.8,115,6.9,510,30.7
10,8,2023,Multi-Racial,7,449,3,42.9,1,14.3,3,42.9,0,0.0,3,42.9
10,8,2023,Native American,14,441,8,57.1,1,7.1,5,35.7,0,0.0,5,35.7
10,8,2023,White,59,448,22,37.3,12,20.3,16,27.1,9,15.3,25,42.4
10,All Grades,2023,Asian,663,461,108,16.3,126,19.0,241,36.3,188,28.4,429,64.7
10,All Grades,2023,Black,2280,437,986,43.2,662,29.0,502,22.0,130,5.7,632,27.7
10,All Grades,2023,Hispanic,13341,439,5360,40.2,4004,30.0,3176,23.8,801,6.0,3977,29.8
10,All Grades,2023,Multi-Racial,99,460,23,23.2,9,9.1,40,40.4,27,27.3,67,67.7
10,All Grades,2023,Native American,118,445,39,33.1,29,24.6,42,35.6,8,6.8,50,42.4
10,All Grades,2023,White,680,458,133,19.6,143,21.0,220,32.4,184,27.1,404,59.4
10,3,2022,Asian,126,602,24,19.0,32,25.4,30,23.8,40,31.7,70,55.6
10,3,2022,Black,385,584,204,53.0,85,22.1,72,18.7,24,6.2,96,24.9
10,3,2022,Hispanic,2281,586,1103,48.4,589,25.8,423,18.5,166,7.3,589,25.8
10,3,2022,Multi-Racial,20,601,4,20.0,4,20.0,5,25.0,7,35.0,12,60.0
10,3,2022,Native American,27,587,13,48.1,3,11.1,9,33.3,2,7.4,11,40.7
10,3,2022,White,121,604,21,17.4,25,20.7,32,26.4,43,35.5,75,62.0
10,4,2022,Asian,135,599,40,29.6,26,19.3,36,26.7,33,24.4,69,51.1
10,4,2022,Black,430,581,253,58.8,101,23.5,52,12.1,24,5.6,76,17.7
10,4,2022,Hispanic,2461,583,1408,57.2,590,24.0,278,11.3,185,7.5,463,18.8
10,4,2022,Multi-Racial,23,611,2,8.7,5,21.7,4,17.4,12,52.2,16,69.6
10,4,2022,Native American,17,596,7,41.2,3,17.6,4,23.5,3,17.6,7,41.2
10,4,2022,White,151,601,39,25.8,25,16.6,39,25.8,48,31.8,87,57.6
10,5,2022,Asian,112,601,37,33.0,23,20.5,21,18.8,31,27.7,52,46.4
10,5,2022,Black,409,584,263,64.3,85,20.8,34,8.3,27,6.6,61,14.9
10,5,2022,Hispanic,2467,583,1590,64.5,500,20.3,240,9.7,137,5.6,377,15.3
10,5,2022,Multi-Racial,20,603,7,35.0,1,5.0,5,25.0,7,35.0,12,60.0
10,5,2022,Native American,32,583,20,62.5,6,18.8,1,3.1,5,15.6,6,18.8
10,5,2022,White,125,598,42,33.6,27,21.6,26,20.8,30,24.0,56,44.8
10,6,2022,Asian,125,605,25,20.0,37,29.6,23,18.4,40,32.0,63,50.4
10,6,2022,Black,418,584,274,65.6,77,18.4,48,11.5,19,4.5,67,16.0
10,6,2022,Hispanic,2342,586,1433,61.2,540,23.1,246,10.5,123,5.3,369,15.8
10,6,2022,Multi-Racial,7,594,3,42.9,3,42.9,0,0.0,1,14.3,1,14.3
10,6,2022,Native American,21,582,12,57.1,5,23.8,3,14.3,1,4.8,4,19.0
10,6,2022,White,117,600,45,38.5,26,22.2,13,11.1,33,28.2,46,39.3
10,7,2022,Asian,122,607,30,24.6,27,22.1,23,18.9,42,34.4,65,53.3
10,7,2022,Black,434,588,255,58.8,92,21.2,66,15.2,21,4.8,87,20.0
10,7,2022,Hispanic,2477,589,1357,54.8,668,27.0,308,12.4,144,5.8,452,18.2
10,7,2022,Multi-Racial,15,600,2,13.3,9,60.0,2,13.3,2,13.3,4,26.7
10,7,2022,Native American,23,588,11,47.8,10,43.5,2,8.7,0,0.0,2,8.7
10,7,2022,White,137,603,33,24.1,37,27.0,27,19.7,40,29.2,67,48.9
10,8,2022,Asian,91,612,18,19.8,16,17.6,27,29.7,30,33.0,57,62.6
10,8,2022,Black,342,588,211,61.7,79,23.1,34,9.9,18,5.3,52,15.2
10,8,2022,Hispanic,1771,591,1023,57.8,434,24.5,198,11.2,116,6.5,314,17.7
10,8,2022,Multi-Racial,6,591,4,66.7,1,16.7,1,16.7,0,0.0,1,16.7
10,8,2022,Native American,23,594,12,52.2,5,21.7,2,8.7,4,17.4,6,26.1
10,8,2022,White,58,594,32,55.2,11,19.0,8,13.8,7,12.1,15,25.9
10,All Grades,2022,Asian,711,604,174,24.5,161,22.6,160,22.5,216,30.4,376,52.9
10,All Grades,2022,Black,2418,585,1460,60.4,519,21.5,306,12.7,133,5.5,439,18.2
10,All Grades,2022,Hispanic,13799,586,7914,57.4,3321,24.1,1693,12.3,871,6.3,2564,18.6
10,All Grades,2022,Multi-Racial,91,603,22,24.2,23,25.3,17,18.7,29,31.9,46,50.5
10,All Grades,2022,Native American,143,588,75,52.4,32,22.4,21,14.7,15,10.5,36,25.2
10,All Grades,2022,White,709,601,212,29.9,151,21.3,145,20.5,201,28.3,346,48.8
10,3,2019,Asian,153,604,26,17.0,40,26.1,34,22.2,53,34.6,87,56.9
10,3,2019,Black,546,590,221,40.5,144,26.4,128,23.4,53,9.7,181,33.2
10,3,2019,Hispanic,2992,590,1136,38.0,872,29.1,683,22.8,301,10.1,984,32.9
10,3,2019,Multi-Racial,14,603,3,21.4,2,14.3,5,35.7,4,28.6,9,64.3
10,3,2019,Native American,26,594,9,34.6,6,23.1,6,23.1,5,19.2,11,42.3
10,3,2019,White,192,602,39,20.3,39,20.3,57,29.7,57,29.7,114,59.4
10,4,2019,Asian,146,606,26,17.8,31,21.2,29,19.9,60,41.1,89,61.0
10,4,2019,Black,562,591,225,40.0,172,30.6,102,18.1,63,11.2,165,29.4
10,4,2019,Hispanic,3151,592,1124,35.7,1020,32.4,597,18.9,410,13.0,1007,32.0
10,4,2019,Multi-Racial,22,607,2,9.1,7,31.8,8,36.4,5,22.7,13,59.1
10,4,2019,Native American,32,593,10,31.3,13,40.6,5,15.6,4,12.5,9,28.1
10,4,2019,White,210,605,34,16.2,47,22.4,53,25.2,76,36.2,129,61.4
10,5,2019,Asian,161,608,30,18.6,32,19.9,31,19.3,68,42.2,99,61.5
10,5,2019,Black,614,589,323,52.6,138,22.5,100,16.3,53,8.6,153,24.9
10,5,2019,Hispanic,3005,591,1482,49.3,724,24.1,469,15.6,330,11.0,799,26.6
10,5,2019,Multi-Racial,16,614,2,12.5,1,6.3,6,37.5,7,43.8,13,81.3
10,5,2019,Native American,29,599,11,37.9,8,27.6,2,6.9,8,27.6,10,34.5
10,5,2019,White,174,605,40,23.0,32,18.4,45,25.9,57,32.8,102,58.6
10,6,2019,Asian,180,605,41,22.8,37,20.6,50,27.8,52,28.9,102,56.7
10,6,2019,Black,551,589,289,52.5,128,23.2,97,17.6,37,6.7,134,24.3
10,6,2019,Hispanic,2902,591,1406,48.4,726,25.0,491,16.9,279,9.6,770,26.5
10,6,2019,Multi-Racial,15,602,4,26.7,4,26.7,3,20.0,4,26.7,7,46.7
10,6,2019,Native American,19,605,4,21.1,5,26.3,4,21.1,6,31.6,10,52.6
10,6,2019,White,145,604,34,23.4,30,20.7,38,26.2,43,29.7,81,55.9
10,7,2019,Asian,177,606,35,19.8,52,29.4,37,20.9,53,29.9,90,50.8
10,7,2019,Black,583,590,303,52.0,155,26.6,87,14.9,38,6.5,125,21.4
10,7,2019,Hispanic,2913,591,1395,47.9,849,29.1,470,16.1,199,6.8,669,23.0
10,7,2019,Multi-Racial,15,595,6,40.0,5,33.3,3,20.0,1,6.7,4,26.7
10,7,2019,Native American,29,597,12,41.4,7,24.1,5,17.2,5,17.2,10,34.5
10,7,2019,White,131,605,29,22.1,31,23.7,35,26.7,36,27.5,71,54.2
10,8,2019,Asian,169,611,31,18.3,32,18.9,56,33.1,50,29.6,106,62.7
10,8,2019,Black,448,594,221,49.3,111,24.8,63,14.1,53,11.8,116,25.9
10,8,2019,Hispanic,2204,596,1051,47.7,596,27.0,327,14.8,230,10.4,557,25.3
10,8,2019,Multi-Racial,9,598,5,55.6,2,22.2,1,11.1,1,11.1,2,22.2
10,8,2019,Native American,22,596,11,50.0,4,18.2,3,13.6,4,18.2,7,31.8
10,8,2019,White,107,606,24,22.4,22,20.6,37,34.6,24,22.4,61,57.0
10,All Grades,2019,Asian,986,607,189,19.2,224,22.7,237,24.0,336,34.1,573,58.1
10,All Grades,2019,Black,3304,590,1582,47.9,848,25.7,577,17.5,297,9.0,874,26.5
10,All Grades,2019,Hispanic,17167,592,7594,44.2,4787,27.9,3037,17.7,1749,10.2,4786,27.9
10,All Grades,2019,Multi-Racial,91,604,22,24.2,21,23.1,26,28.6,22,24.2,48,52.7
10,All Grades,2019,Native American,157,597,57,36.3,43,27.4,25,15.9,32,20.4,57,36.3
10,All Grades,2019,White,959,604,200,20.9,201,21.0,265,27.6,293,30.6,558,58.2
10,3,2018,Asian,147,608,24,16.3,27,18.4,41,27.9,55,37.4,96,65.3
10,3,2018,Black,562,588,262,46.6,135,24.0,116,20.6,49,8.7,165,29.4
10,3,2018,Hispanic,3234,589,1371,42.4,867,26.8,712,22.0,284,8.8,996,30.8
10,3,2018,Multi-Racial,30,601,6,20.0,4,13.3,14,46.7,6,20.0,20,66.7
10,3,2018,Native American,29,588,12,41.4,7,24.1,7,24.1,3,10.3,10,34.5
10,3,2018,White,233,602,51,21.9,38,16.3,78,33.5,66,28.3,144,61.8
10,4,2018,Asian,168,603,33,19.6,46,27.4,42,25.0,47,28.0,89,53.0
10,4,2018,Black,638,588,319,50.0,176,27.6,95,14.9,48,7.5,143,22.4
10,4,2018,Hispanic,3083,590,1403,45.5,896,29.1,454,14.7,330,10.7,784,25.4
10,4,2018,Multi-Racial,17,610,4,23.5,2,11.8,3,17.6,8,47.1,11,64.7
10,4,2018,Native American,33,594,14,42.4,7,21.2,5,15.2,7,21.2,12,36.4
10,4,2018,White,199,604,39,19.6,45,22.6,43,21.6,72,36.2,115,57.8
